District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Mean_NDVI,Yield_KG_HA
Ngoma,Cassava,2021,Season A,487.3,21.65193370165746,0.5626,12042.22
Ngoma,Cassava,2021,Season B,394.5,20.96603260869565,0.5563,16773.31
Ngoma,Climbing bean,2015,Season A,640.9,21.68895027624309,0.5939,933.05
Ngoma,Climbing bean,2015,Season B,364.5,21.94728260869565,0.5756,951.72
Ngoma,Climbing bean,2016,Season A,515.9,22.073076923076925,0.5622,818.67
Ngoma,Climbing bean,2016,Season B,270.5,22.266576086956523,0.5273,835.45
Ngoma,Climbing bean,2017,Season A,397.4,21.991988950276244,0.5144,753.7
Ngoma,Climbing bean,2017,Season B,310.6,21.797826086956523,0.5388,916.57
Ngoma,Climbing bean,2018,Season A,442.4,21.461878453038672,0.5401,805.81
Ngoma,Climbing bean,2018,Season B,510.7,20.699728260869566,0.566,1107.54
Ngoma,Climbing bean,2019,Season A,671.1,21.412983425414364,0.5725,927.8
Ngoma,Climbing bean,2019,Season B,363.5,21.496739130434783,0.5744,1002.35
Ngoma,Climbing bean,2020,Season A,633.8,21.49862637362637,0.5403,884.92
Ngoma,Climbing bean,2020,Season B,411.2,21.538315217391304,0.5516,968.74
Ngoma,Climbing bean,2021,Season A,487.3,21.65193370165746,0.5626,839.71
Ngoma,Climbing bean,2021,Season B,394.5,20.96603260869565,0.5563,1015.11
Ngoma,Cooking Banana,2015,Season A,640.9,21.68895027624309,0.5939,16792.71
Ngoma,Cooking Banana,2015,Season B,364.5,21.94728260869565,0.5756,16481.88
Ngoma,Cooking Banana,2016,Season A,515.9,22.073076923076925,0.5622,15390.59
Ngoma,Cooking Banana,2016,Season B,270.5,22.266576086956523,0.5273,14997.33
Ngoma,Cooking Banana,2017,Season A,397.4,21.991988950276244,0.5144,13610.46
Ngoma,Cooking Banana,2017,Season B,310.6,21.797826086956523,0.5388,15776.34
Ngoma,Cooking Banana,2018,Season A,442.4,21.461878453038672,0.5401,14988.52
Ngoma,Cooking Banana,2018,Season B,510.7,20.699728260869566,0.566,18561.63
Ngoma,Cooking Banana,2019,Season A,671.1,21.412983425414364,0.5725,16864.12
Ngoma,Cooking Banana,2019,Season B,363.5,21.496739130434783,0.5744,16825.38
Ngoma,Cooking Banana,2020,Season A,633.8,21.49862637362637,0.5403,15601.36
Ngoma,Cooking Banana,2020,Season B,411.2,21.538315217391304,0.5516,16873.67
Ngoma,Cooking Banana,2021,Season A,487.3,21.65193370165746,0.5626,15278.27
Ngoma,Cooking Banana,2021,Season B,394.5,20.96603260869565,0.5563,17406.18
Ngoma,Dessert banana,2015,Season A,640.9,21.68895027624309,0.5939,7751.65
Ngoma,Dessert banana,2015,Season B,364.5,21.94728260869565,0.5756,7865.33
Ngoma,Dessert banana,2016,Season A,515.9,22.073076923076925,0.5622,7117.53
Ngoma,Dessert banana,2016,Season B,270.5,22.266576086956523,0.5273,6835.67
Ngoma,Dessert banana,2017,Season A,397.4,21.991988950276244,0.5144,6448.75
Ngoma,Dessert banana,2017,Season B,310.6,21.797826086956523,0.5388,7382.25
Ngoma,Dessert banana,2018,Season A,442.4,21.461878453038672,0.5401,6877.47
Ngoma,Dessert banana,2018,Season B,510.7,20.699728260869566,0.566,8746.39
Ngoma,Dessert banana,2019,Season A,671.1,21.412983425414364,0.5725,7757.11
Ngoma,Dessert banana,2019,Season B,363.5,21.496739130434783,0.5744,8085.72
Ngoma,Dessert banana,2020,Season A,633.8,21.49862637362637,0.5403,7357.03
Ngoma,Dessert banana,2020,Season B,411.2,21.538315217391304,0.5516,7977.14
Ngoma,Dessert banana,2021,Season A,487.3,21.65193370165746,0.5626,7070.03
Ngoma,Dessert banana,2021,Season B,394.5,20.96603260869565,0.5563,8181.61
Ngoma,Ground nuts,2015,Season A,640.9,21.68895027624309,0.5939,465.11
Ngoma,Ground nuts,2015,Season B,364.5,21.94728260869565,0.5756,537.66
Ngoma,Ground nuts,2016,Season A,515.9,22.073076923076925,0.5622,419.18
Ngoma,Ground nuts,2016,Season B,270.5,22.266576086956523,0.5273,464.57
Ngoma,Ground nuts,2017,Season A,397.4,21.991988950276244,0.5144,373.4
Ngoma,Ground nuts,2017,Season B,310.6,21.797826086956523,0.5388,498.83
Ngoma,Ground nuts,2018,Season A,442.4,21.461878453038672,0.5401,399.11
Ngoma,Ground nuts,2018,Season B,510.7,20.699728260869566,0.566,616.37
Ngoma,Ground nuts,2019,Season A,671.1,21.412983425414364,0.5725,452.72
Ngoma,Ground nuts,2019,Season B,363.5,21.496739130434783,0.5744,556.77
Ngoma,Ground nuts,2020,Season A,633.8,21.49862637362637,0.5403,441.62
Ngoma,Ground nuts,2020,Season B,411.2,21.538315217391304,0.5516,551.08
Ngoma,Ground nuts,2021,Season A,487.3,21.65193370165746,0.5626,423.48
Ngoma,Ground nuts,2021,Season B,394.5,20.96603260869565,0.5563,561.79
Ngoma,Irish potatoes,2015,Season A,640.9,21.68895027624309,0.5939,5750.32
Ngoma,Irish potatoes,2015,Season B,364.5,21.94728260869565,0.5756,4542.02
Ngoma,Irish potatoes,2016,Season A,515.9,22.073076923076925,0.5622,5203.54
Ngoma,Irish potatoes,2016,Season B,270.5,22.266576086956523,0.5273,3895.05
Ngoma,Irish potatoes,2017,Season A,397.4,21.991988950276244,0.5144,4670.6
Ngoma,Irish potatoes,2017,Season B,310.6,21.797826086956523,0.5388,4213.85
Ngoma,Irish potatoes,2018,Season A,442.4,21.461878453038672,0.5401,5017.32
Ngoma,Irish potatoes,2018,Season B,510.7,20.699728260869566,0.566,5067.21
Ngoma,Irish potatoes,2019,Season A,671.1,21.412983425414364,0.5725,5700.42
Ngoma,Irish potatoes,2019,Season B,363.5,21.496739130434783,0.5744,4523.76
Ngoma,Irish potatoes,2020,Season A,633.8,21.49862637362637,0.5403,5455.28
Ngoma,Irish potatoes,2020,Season B,411.2,21.538315217391304,0.5516,4467.02
Ngoma,Irish potatoes,2021,Season A,487.3,21.65193370165746,0.5626,5345.76
Ngoma,Irish potatoes,2021,Season B,394.5,20.96603260869565,0.5563,4610.09
Ngoma,Maize,2015,Season A,640.9,21.68895027624309,0.5939,1849.65
Ngoma,Maize,2015,Season B,364.5,21.94728260869565,0.5756,769.93
Ngoma,Maize,2016,Season A,515.9,22.073076923076925,0.5622,1732.81
Ngoma,Maize,2016,Season B,270.5,22.266576086956523,0.5273,696.45
Ngoma,Maize,2017,Season A,397.4,21.991988950276244,0.5144,1553.86
Ngoma,Maize,2017,Season B,310.6,21.797826086956523,0.5388,741.55
Ngoma,Maize,2018,Season A,442.4,21.461878453038672,0.5401,1640.3
Ngoma,Maize,2018,Season B,510.7,20.699728260869566,0.566,881.36
Ngoma,Maize,2019,Season A,671.1,21.412983425414364,0.5725,1865.16
Ngoma,Maize,2019,Season B,363.5,21.496739130434783,0.5744,781.99
Ngoma,Maize,2020,Season A,633.8,21.49862637362637,0.5403,1796.38
Ngoma,Maize,2020,Season B,411.2,21.538315217391304,0.5516,783.89
Ngoma,Maize,2021,Season A,487.3,21.65193370165746,0.5626,1706.96
Ngoma,Maize,2021,Season B,394.5,20.96603260869565,0.5563,798.17
Ngoma,Paddy rice,2015,Season A,640.9,21.68895027624309,0.5939,3989.61
Ngoma,Paddy rice,2015,Season B,364.5,21.94728260869565,0.5756,3072.96
Ngoma,Paddy rice,2016,Season A,515.9,22.073076923076925,0.5622,3686.74
Ngoma,Paddy rice,2016,Season B,270.5,22.266576086956523,0.5273,2714.91
Ngoma,Paddy rice,2017,Season A,397.4,21.991988950276244,0.5144,3234.65
Ngoma,Paddy rice,2017,Season B,310.6,21.797826086956523,0.5388,2898.71
Ngoma,Paddy rice,2018,Season A,442.4,21.461878453038672,0.5401,3553.8
Ngoma,Paddy rice,2018,Season B,510.7,20.699728260869566,0.566,3512.83
Ngoma,Paddy rice,2019,Season A,671.1,21.412983425414364,0.5725,3983.11
Ngoma,Paddy rice,2019,Season B,363.5,21.496739130434783,0.5744,3077.66
Ngoma,Paddy rice,2020,Season A,633.8,21.49862637362637,0.5403,3808.74
Ngoma,Paddy rice,2020,Season B,411.2,21.538315217391304,0.5516,3120.71
Ngoma,Paddy rice,2021,Season A,487.3,21.65193370165746,0.5626,3742.83
Ngoma,Paddy rice,2021,Season B,394.5,20.96603260869565,0.5563,3243.68
Ngoma,Peas,2015,Season A,640.9,21.68895027624309,0.5939,898.12
Ngoma,Peas,2015,Season B,364.5,21.94728260869565,0.5756,530.08
Ngoma,Peas,2016,Season A,515.9,22.073076923076925,0.5622,806.4
Ngoma,Peas,2016,Season B,270.5,22.266576086956523,0.5273,470.07
Ngoma,Peas,2017,Season A,397.4,21.991988950276244,0.5144,717.4
Ngoma,Peas,2017,Season B,310.6,21.797826086956523,0.5388,498.19
Ngoma,Peas,2018,Season A,442.4,21.461878453038672,0.5401,792.36
Ngoma,Peas,2018,Season B,510.7,20.699728260869566,0.566,603.98
Ngoma,Peas,2019,Season A,671.1,21.412983425414364,0.5725,897.31
Ngoma,Peas,2019,Season B,363.5,21.496739130434783,0.5744,553.04
Ngoma,Peas,2020,Season A,633.8,21.49862637362637,0.5403,858.58
Ngoma,Peas,2020,Season B,411.2,21.538315217391304,0.5516,539.64
Ngoma,Peas,2021,Season A,487.3,21.65193370165746,0.5626,812.2
Ngoma,Peas,2021,Season B,394.5,20.96603260869565,0.5563,563.56
Ngoma,Sorghum,2015,Season A,640.9,21.68895027624309,0.5939,1187.73
Ngoma,Sorghum,2015,Season B,364.5,21.94728260869565,0.5756,955.27
Ngoma,Sorghum,2016,Season A,515.9,22.073076923076925,0.5622,1066.29
Ngoma,Sorghum,2016,Season B,270.5,22.266576086956523,0.5273,825.39
Ngoma,Sorghum,2017,Season A,397.4,21.991988950276244,0.5144,962.26
Ngoma,Sorghum,2017,Season B,310.6,21.797826086956523,0.5388,879.49
Ngoma,Sorghum,2018,Season A,442.4,21.461878453038672,0.5401,1044.27
Ngoma,Sorghum,2018,Season B,510.7,20.699728260869566,0.566,1081.01
Ngoma,Sorghum,2019,Season A,671.1,21.412983425414364,0.5725,1169.8
Ngoma,Sorghum,2019,Season B,363.5,21.496739130434783,0.5744,955.23
Ngoma,Sorghum,2020,Season A,633.8,21.49862637362637,0.5403,1099.22
Ngoma,Sorghum,2020,Season B,411.2,21.538315217391304,0.5516,970.26
Ngoma,Sorghum,2021,Season A,487.3,21.65193370165746,0.5626,1071.93
Ngoma,Sorghum,2021,Season B,394.5,20.96603260869565,0.5563,976.7
Ngoma,Soya beans,2015,Season A,640.9,21.68895027624309,0.5939,471.59
Ngoma,Soya beans,2015,Season B,364.5,21.94728260869565,0.5756,479.05
Ngoma,Soya beans,2016,Season A,515.9,22.073076923076925,0.5622,424.1
Ngoma,Soya beans,2016,Season B,270.5,22.266576086956523,0.5273,411.71
Ngoma,Soya beans,2017,Season A,397.4,21.991988950276244,0.5144,388.07
Ngoma,Soya beans,2017,Season B,310.6,21.797826086956523,0.5388,444.15
Ngoma,Soya beans,2018,Season A,442.4,21.461878453038672,0.5401,415.83
Ngoma,Soya beans,2018,Season B,510.7,20.699728260869566,0.566,528.28
Ngoma,Soya beans,2019,Season A,671.1,21.412983425414364,0.5725,464.08
Ngoma,Soya beans,2019,Season B,363.5,21.496739130434783,0.5744,493.33
Ngoma,Soya beans,2020,Season A,633.8,21.49862637362637,0.5403,454.31
Ngoma,Soya beans,2020,Season B,411.2,21.538315217391304,0.5516,490.6
Ngoma,Soya beans,2021,Season A,487.3,21.65193370165746,0.5626,430.97
Ngoma,Soya beans,2021,Season B,394.5,20.96603260869565,0.5563,497.3
Ngoma,Sweet potatoes,2015,Season A,640.9,21.68895027624309,0.5939,6655.77
Ngoma,Sweet potatoes,2015,Season B,364.5,21.94728260869565,0.5756,6038.04
Ngoma,Sweet potatoes,2016,Season A,515.9,22.073076923076925,0.5622,6211.19
Ngoma,Sweet potatoes,2016,Season B,270.5,22.266576086956523,0.5273,5159.87
Ngoma,Sweet potatoes,2017,Season A,397.4,21.991988950276244,0.5144,5506.55
Ngoma,Sweet potatoes,2017,Season B,310.6,21.797826086956523,0.5388,5553.45
Ngoma,Sweet potatoes,2018,Season A,442.4,21.461878453038672,0.5401,5870.39
Ngoma,Sweet potatoes,2018,Season B,510.7,20.699728260869566,0.566,6615.83
Ngoma,Sweet potatoes,2019,Season A,671.1,21.412983425414364,0.5725,6751.5
Ngoma,Sweet potatoes,2019,Season B,363.5,21.496739130434783,0.5744,5976.97
Ngoma,Sweet potatoes,2020,Season A,633.8,21.49862637362637,0.5403,6452.24
Ngoma,Sweet potatoes,2020,Season B,411.2,21.538315217391304,0.5516,6097.58
Ngoma,Sweet potatoes,2021,Season A,487.3,21.65193370165746,0.5626,6068.11
Ngoma,Sweet potatoes,2021,Season B,394.5,20.96603260869565,0.5563,6343.17
Ngoma,Yams & Taro,2015,Season A,640.9,21.68895027624309,0.5939,4879.04
Ngoma,Yams & Taro,2015,Season B,364.5,21.94728260869565,0.5756,3365.38
Ngoma,Yams & Taro,2016,Season A,515.9,22.073076923076925,0.5622,4405.94
Ngoma,Yams & Taro,2016,Season B,270.5,22.266576086956523,0.5273,2980.2
Ngoma,Yams & Taro,2017,Season A,397.4,21.991988950276244,0.5144,4001.43
Ngoma,Yams & Taro,2017,Season B,310.6,21.797826086956523,0.5388,3177.89
Ngoma,Yams & Taro,2018,Season A,442.4,21.461878453038672,0.5401,4460.77
Ngoma,Yams & Taro,2018,Season B,510.7,20.699728260869566,0.566,3848.99
Ngoma,Yams & Taro,2019,Season A,671.1,21.412983425414364,0.5725,5003.25
Ngoma,Yams & Taro,2019,Season B,363.5,21.496739130434783,0.5744,3491.56
Ngoma,Yams & Taro,2020,Season A,633.8,21.49862637362637,0.5403,4774.61
Ngoma,Yams & Taro,2020,Season B,411.2,21.538315217391304,0.5516,3503.67
Ngoma,Yams & Taro,2021,Season A,487.3,21.65193370165746,0.5626,4616.22
Ngoma,Yams & Taro,2021,Season B,394.5,20.96603260869565,0.5563,3554.12
Ngororero,Banana for beer,2015,Season A,2091.6,15.806906077348067,0.6042,10866.13
Ngororero,Banana for beer,2015,Season B,1102.2,15.985597826086956,0.5731,11111.01
Ngororero,Banana for beer,2016,Season A,1617.4,16.204945054945057,0.6116,9852.27
Ngororero,Banana for beer,2016,Season B,1001.6,16.43125,0.5792,10553.79
Ngororero,Banana for beer,2017,Season A,494.0,16.111878453038674,0.5692,6938.65
Ngororero,Banana for beer,2017,Season B,333.0,15.81413043478261,0.4962,7756.12
Ngororero,Banana for beer,2018,Season A,636.0,15.622099447513811,0.5642,7449.76
Ngororero,Banana for beer,2018,Season B,721.5,15.163858695652175,0.5655,10174.55
Ngororero,Banana for beer,2019,Season A,789.4,15.74060773480663,0.5889,7929.24
Ngororero,Banana for beer,2019,Season B,605.6,15.760054347826086,0.5792,9929.46
Ngororero,Banana for beer,2020,Season A,983.3,15.75,0.5766,8283.09
Ngororero,Banana for beer,2020,Season B,618.9,15.84375,0.5208,9021.02
Ngororero,Banana for beer,2021,Season A,756.2,15.691988950276244,0.5769,7979.81
Ngororero,Banana for beer,2021,Season B,558.4,15.423641304347823,0.5349,9323.82
Ngororero,Bananas,2015,Season A,2091.6,15.806906077348067,0.6042,10731.1
Ngororero,Bananas,2015,Season B,1102.2,15.985597826086956,0.5731,11876.86
Ngororero,Bananas,2016,Season A,1617.4,16.204945054945057,0.6116,9613.24
Ngororero,Bananas,2016,Season B,1001.6,16.43125,0.5792,11202.48
Ngororero,Bananas,2017,Season A,494.0,16.111878453038674,0.5692,6856.74
Ngororero,Bananas,2017,Season B,333.0,15.81413043478261,0.4962,8582.34
Ngororero,Bananas,2018,Season A,636.0,15.622099447513811,0.5642,7574.42
Ngororero,Bananas,2018,Season B,721.5,15.163858695652175,0.5655,11007.13
Ngororero,Bananas,2019,Season A,789.4,15.74060773480663,0.5889,7887.41
Ngororero,Bananas,2019,Season B,605.6,15.760054347826086,0.5792,10555.49
Ngororero,Bananas,2020,Season A,983.3,15.75,0.5766,8215.21
Ngororero,Bananas,2020,Season B,618.9,15.84375,0.5208,9770.2
Ngororero,Bananas,2021,Season A,756.2,15.691988950276244,0.5769,7883.84
Ngororero,Bananas,2021,Season B,558.4,15.423641304347823,0.5349,9903.11
Ngororero,Beans,2015,Season B,1102.2,15.985597826086956,0.5731,810.44
Ngororero,Beans,2016,Season B,1001.6,16.43125,0.5792,767.99
Ngororero,Beans,2017,Season B,333.0,15.81413043478261,0.4962,577.68
Ngororero,Beans,2018,Season B,721.5,15.163858695652175,0.5655,769.09
Ngororero,Beans,2019,Season B,605.6,15.760054347826086,0.5792,713.55
Ngororero,Beans,2020,Season B,618.9,15.84375,0.5208,670.92
Ngororero,Beans,2021,Season B,558.4,15.423641304347823,0.5349,687.58
Ngororero,Bush bean,2015,Season A,2091.6,15.806906077348067,0.6042,593.03
Ngororero,Bush bean,2015,Season B,1102.2,15.985597826086956,0.5731,678.28
Ngororero,Bush bean,2016,Season A,1617.4,16.204945054945057,0.6116,524.46
Ngororero,Bush bean,2016,Season B,1001.6,16.43125,0.5792,634.87
Ngororero,Bush bean,2017,Season A,494.0,16.111878453038674,0.5692,378.35
Ngororero,Bush bean,2017,Season B,333.0,15.81413043478261,0.4962,488.5
Ngororero,Bush bean,2018,Season A,636.0,15.622099447513811,0.5642,421.25
Ngororero,Bush bean,2018,Season B,721.5,15.163858695652175,0.5655,616.01
Ngororero,Bush bean,2019,Season A,789.4,15.74060773480663,0.5889,447.43
Ngororero,Bush bean,2019,Season B,605.6,15.760054347826086,0.5792,583.77
Ngororero,Bush bean,2020,Season A,983.3,15.75,0.5766,453.55
Ngororero,Bush bean,2020,Season B,618.9,15.84375,0.5208,542.05
Ngororero,Bush bean,2021,Season A,756.2,15.691988950276244,0.5769,434.27
Ngororero,Bush bean,2021,Season B,558.4,15.423641304347823,0.5349,557.69
Ngororero,Cassava,2015,Season B,1102.2,15.985597826086956,0.5731,14608.22
Ngororero,Cassava,2016,Season B,1001.6,16.43125,0.5792,13664.18
Ngororero,Cassava,2017,Season B,333.0,15.81413043478261,0.4962,10514.7
Ngororero,Cassava,2018,Season B,721.5,15.163858695652175,0.5655,13288.55
Ngororero,Cassava,2019,Season B,605.6,15.760054347826086,0.5792,12610.9
Ngororero,Cassava,2020,Season B,618.9,15.84375,0.5208,11924.72
Ngororero,Cassava,2021,Season B,558.4,15.423641304347823,0.5349,11956.24
Ngororero,Climbing bean,2015,Season A,2091.6,15.806906077348067,0.6042,1018.85
Ngororero,Climbing bean,2015,Season B,1102.2,15.985597826086956,0.5731,840.19
Ngororero,Climbing bean,2016,Season A,1617.4,16.204945054945057,0.6116,933.3
Ngororero,Climbing bean,2016,Season B,1001.6,16.43125,0.5792,806.84
Ngororero,Climbing bean,2017,Season A,494.0,16.111878453038674,0.5692,665.59
Ngororero,Climbing bean,2017,Season B,333.0,15.81413043478261,0.4962,609.46
Ngororero,Climbing bean,2018,Season A,636.0,15.622099447513811,0.5642,705.34
Ngororero,Climbing bean,2018,Season B,721.5,15.163858695652175,0.5655,780.95
Ngororero,Climbing bean,2019,Season A,789.4,15.74060773480663,0.5889,760.46
Ngororero,Climbing bean,2019,Season B,605.6,15.760054347826086,0.5792,750.99
Ngororero,Climbing bean,2020,Season A,983.3,15.75,0.5766,791.5
Ngororero,Climbing bean,2020,Season B,618.9,15.84375,0.5208,706.51
Ngororero,Climbing bean,2021,Season A,756.2,15.691988950276244,0.5769,756.54
Ngororero,Climbing bean,2021,Season B,558.4,15.423641304347823,0.5349,703.0
Ngororero,Cooking Banana,2015,Season A,2091.6,15.806906077348067,0.6042,11100.49
Ngororero,Cooking Banana,2015,Season B,1102.2,15.985597826086956,0.5731,18272.29
Ngororero,Cooking Banana,2016,Season A,1617.4,16.204945054945057,0.6116,9897.12
Ngororero,Cooking Banana,2016,Season B,1001.6,16.43125,0.5792,17504.31
Ngororero,Cooking Banana,2017,Season A,494.0,16.111878453038674,0.5692,7058.46
Ngororero,Cooking Banana,2017,Season B,333.0,15.81413043478261,0.4962,13149.13
Ngororero,Cooking Banana,2018,Season A,636.0,15.622099447513811,0.5642,7843.86
Ngororero,Cooking Banana,2018,Season B,721.5,15.163858695652175,0.5655,16748.87
Ngororero,Cooking Banana,2019,Season A,789.4,15.74060773480663,0.5889,8073.37
Ngororero,Cooking Banana,2019,Season B,605.6,15.760054347826086,0.5792,16060.4
Ngororero,Cooking Banana,2020,Season A,983.3,15.75,0.5766,8502.22
Ngororero,Cooking Banana,2020,Season B,618.9,15.84375,0.5208,15236.03
Ngororero,Cooking Banana,2021,Season A,756.2,15.691988950276244,0.5769,7884.98
Ngororero,Cooking Banana,2021,Season B,558.4,15.423641304347823,0.5349,15395.33
Ngororero,Dessert banana,2015,Season A,2091.6,15.806906077348067,0.6042,10191.14
Ngororero,Dessert banana,2015,Season B,1102.2,15.985597826086956,0.5731,15460.13
Ngororero,Dessert banana,2016,Season A,1617.4,16.204945054945057,0.6116,9130.48
Ngororero,Dessert banana,2016,Season B,1001.6,16.43125,0.5792,14673.07
Ngororero,Dessert banana,2017,Season A,494.0,16.111878453038674,0.5692,6453.0
Ngororero,Dessert banana,2017,Season B,333.0,15.81413043478261,0.4962,10938.34
Ngororero,Dessert banana,2018,Season A,636.0,15.622099447513811,0.5642,6995.17
Ngororero,Dessert banana,2018,Season B,721.5,15.163858695652175,0.5655,14608.67
Ngororero,Dessert banana,2019,Season A,789.4,15.74060773480663,0.5889,7402.99
Ngororero,Dessert banana,2019,Season B,605.6,15.760054347826086,0.5792,13529.24
Ngororero,Dessert banana,2020,Season A,983.3,15.75,0.5766,7840.46
Ngororero,Dessert banana,2020,Season B,618.9,15.84375,0.5208,12433.2
Ngororero,Dessert banana,2021,Season A,756.2,15.691988950276244,0.5769,7325.13
Ngororero,Dessert banana,2021,Season B,558.4,15.423641304347823,0.5349,12965.65
Ngororero,Irish potatoes,2015,Season A,2091.6,15.806906077348067,0.6042,6367.84
Ngororero,Irish potatoes,2015,Season B,1102.2,15.985597826086956,0.5731,4871.55
Ngororero,Irish potatoes,2016,Season A,1617.4,16.204945054945057,0.6116,5686.25
Ngororero,Irish potatoes,2016,Season B,1001.6,16.43125,0.5792,4660.47
Ngororero,Irish potatoes,2017,Season A,494.0,16.111878453038674,0.5692,4113.26
Ngororero,Irish potatoes,2017,Season B,333.0,15.81413043478261,0.4962,3494.29
Ngororero,Irish potatoes,2018,Season A,636.0,15.622099447513811,0.5642,4523.53
Ngororero,Irish potatoes,2018,Season B,721.5,15.163858695652175,0.5655,4588.44
Ngororero,Irish potatoes,2019,Season A,789.4,15.74060773480663,0.5889,4807.42
Ngororero,Irish potatoes,2019,Season B,605.6,15.760054347826086,0.5792,4205.12
Ngororero,Irish potatoes,2020,Season A,983.3,15.75,0.5766,4960.4
Ngororero,Irish potatoes,2020,Season B,618.9,15.84375,0.5208,3959.32
Ngororero,Irish potatoes,2021,Season A,756.2,15.691988950276244,0.5769,4600.24
